people_ID,infect_prob
5942,48.141357421875
18664,49.231170654296875
5603,52.197669982910156
5649,51.40765380859375
5099,50.069000244140625
18749,49.70244216918945
5228,47.61589050292969
5559,48.74750900268555
5220,51.80130386352539
5476,48.19807434082031
5260,47.87457275390625
17638,48.80512237548828
18635,48.73582458496094
18794,81.33812713623047
5263,46.62626266479492
17680,47.65703582763672
18030,48.44014358520508
18090,48.61751937866211
18455,47.808956146240234
18155,48.16652297973633
18116,56.30831527709961
18144,48.50833511352539
5218,49.771854400634766
5386,48.09950637817383
18105,48.544921875
5735,48.0373649597168
5900,48.1986083984375
18391,63.472198486328125
5786,49.695701599121094
18639,49.035240173339844
17984,48.18625259399414
18274,49.41382598876953
5425,47.59977722167969
6076,45.935951232910156
18545,49.732872009277344
17697,53.25214385986328
6137,48.25958251953125
6083,48.09526824951172
17730,47.04800033569336
5896,48.57550811767578
18906,48.71390914916992
17808,48.95208740234375
6078,46.74763870239258
5516,47.945335388183594
18093,49.3823127746582
6120,47.2622184753418
18154,48.10108947753906
17935,50.74141311645508
18769,69.5401382446289
18264,48.91039276123047
18076,46.436767578125
18035,48.96833038330078
18051,49.03772735595703
18676,48.78800964355469
5332,48.0418586730957
5898,74.54444122314453
18370,49.12882614135742
17706,48.848487854003906
5198,47.0111083984375
18360,47.44281005859375
18240,49.223140716552734
18691,46.918861389160156
5768,49.400962829589844
18315,48.03968048095703
18776,48.70820999145508
6225,47.901912689208984
17983,50.93851089477539
17973,47.659751892089844
5805,27.657724380493164
5500,48.79560470581055
5305,48.424312591552734
18243,47.96833038330078
5169,54.0604362487793
5258,47.977149963378906
17810,52.31800079345703
5714,54.55964660644531
6070,50.58587646484375
5959,49.84120559692383
18771,53.704898834228516
17765,51.55668258666992
18822,48.531044006347656
17735,58.158233642578125
17966,47.77079772949219
18861,47.636714935302734
18236,48.102603912353516
18750,46.855960845947266
17809,52.47083282470703
6049,48.478729248046875
18465,48.0145149230957
6201,48.42132568359375
18877,47.1441535949707
5087,48.94760513305664
17742,47.21455001831055
17941,54.45411682128906
18421,48.41356658935547
18489,46.11663055419922
6299,47.814178466796875
18428,47.61398696899414
5563,54.31349563598633
18796,49.756752014160156
5849,54.77489471435547
5661,46.24353790283203
5893,47.6777229309082
5378,73.6266860961914
5622,48.841556549072266
5823,49.88629913330078
18521,48.17885208129883
5502,46.75201416015625
18785,47.355045318603516
17783,48.60586166381836
18424,44.828800201416016
18147,47.7879638671875
18881,51.54387664794922
18851,49.85763168334961
17686,49.56068420410156
5100,47.219581604003906
5213,49.52790832519531
18252,48.677947998046875
5576,48.28433609008789
18050,49.160247802734375
5875,49.91061782836914
6059,47.62636947631836
18599,48.7247200012207
5173,51.62696075439453
5461,48.60771560668945
5151,61.01268768310547
5266,47.90578079223633
5514,59.7047233581543
5224,47.11925506591797
18069,48.329811096191406
5587,46.68065643310547
17874,48.070377349853516
5536,45.864418029785156
5215,47.628047943115234
5400,60.20392990112305
17857,48.79918670654297
6043,48.252628326416016
18330,49.35331344604492
18333,49.10736846923828
17788,47.85394287109375
18332,49.791908264160156
17836,48.0267219543457
5247,48.438716888427734
5922,47.80791473388672
18641,62.35995101928711
5951,36.25056838989258
18807,47.085269927978516
18293,66.6823501586914
18775,46.87051773071289
5601,50.163475036621094
5102,48.66397476196289
18464,46.732547760009766
17713,48.39168930053711
18557,48.037872314453125
18854,48.217159271240234
18401,47.94478225708008
18699,65.23490142822266
5706,43.951744079589844
5747,49.31340789794922
5496,48.551937103271484
18308,49.48866271972656
5345,48.00553894042969
18525,46.79548263549805
18258,51.556331634521484
6062,49.00212097167969
17921,49.31509017944336
5303,49.30691909790039
18592,48.33662796020508
5814,48.62706756591797
18805,47.81186294555664
5910,48.86979675292969
5201,48.48320007324219
5724,56.77568435668945
17693,48.57663345336914
5407,48.319644927978516
18617,49.32408905029297
18173,48.357967376708984
18875,46.07094955444336
5225,48.623748779296875
5858,47.07726287841797
5091,49.21660614013672
5254,47.2366828918457
18801,48.97068786621094
6009,47.63359451293945
18149,50.09016036987305
6105,43.10488510131836
5974,46.17110824584961
17967,47.55390930175781
5781,48.387550354003906
5834,46.8568000793457
17683,47.27377700805664
5338,48.28508377075195
18400,52.767425537109375
18633,46.5516471862793
6162,48.418426513671875
18598,46.750526428222656
5212,48.683509826660156
18731,47.21663284301758
18177,47.306758880615234
5232,56.660823822021484
5753,48.047630310058594
5118,47.98431396484375
18055,52.41684341430664
18151,58.149009704589844
5572,46.56443405151367
18502,50.37370300292969
18178,48.43196487426758
6276,47.938629150390625
5226,48.883243560791016
18411,46.21051788330078
6134,46.22739791870117
5177,47.086055755615234
18031,48.35833740234375
17853,46.58464431762695
6171,49.51133728027344
5725,58.80521011352539
6282,47.042057037353516
18762,46.04886245727539
17909,48.70237350463867
18357,46.562461853027344
5981,50.32192611694336
5862,48.17677688598633
18461,49.357139587402344
5275,49.0631217956543
6084,48.63079833984375
18403,48.91712188720703
17856,48.2109260559082
17723,47.32701110839844
6103,48.051517486572266
17897,46.87514114379883
6042,47.62196731567383
6219,74.0518569946289
5697,92.03602600097656
18636,68.23841857910156
5343,49.02073287963867
5994,48.38664245605469
5956,48.33296585083008
5666,47.5240364074707
18791,49.258697509765625
5686,48.70172119140625
6027,48.47237014770508
5751,47.43354415893555
18812,69.363037109375
18688,47.142696380615234
18441,61.66444396972656
5508,48.576263427734375
5889,45.947635650634766
5843,46.320037841796875
5459,44.31516647338867
18141,48.923702239990234
18757,46.02566146850586
6313,45.766231536865234
6032,50.194583892822266
18475,47.94401168823242
17702,49.26826477050781
5815,46.84636688232422
18816,46.45769119262695
18589,48.85370635986328
17738,45.563602447509766
18553,48.7930793762207
5538,47.77871322631836
18472,46.162376403808594
5453,48.35051345825195
18026,48.31446838378906
18409,45.12468338012695
5444,48.614532470703125
17965,45.72163009643555
18541,47.930091857910156
5371,46.383548736572266
6051,68.46818542480469
18882,48.08769226074219
5108,47.00991439819336
6005,67.89566802978516
5380,47.732059478759766
6151,47.04179000854492
18195,47.44217300415039
17695,48.6082878112793
5101,46.018516540527344
5255,46.65239715576172
5579,48.08374786376953
18509,47.332977294921875
5257,48.36951446533203
6310,48.75833511352539
5431,49.431941986083984
17703,47.3934211730957
18316,48.02857971191406
5174,50.92546844482422
18337,45.1442985534668
18515,48.925758361816406
17993,49.51439666748047
6232,47.42490768432617
5339,48.4815788269043
5972,49.342552185058594
6097,44.128204345703125
5130,47.77793884277344
5934,46.457679748535156
17646,76.31194305419922
5803,48.23813247680664
18134,49.10371398925781
18301,45.67221450805664
18071,47.67934799194336
5973,47.23811721801758
17972,50.683589935302734
